origin_id,origin_name,origin_lat,origin_lng,dest_id,dest_name,dest_lat,dest_lng,distance_km,osrm_base_duration_min,time_of_day,day_type,traffic_multiplier,travel_time_minutes
54,Liyanagemulla,7.1378,79.8853,76,Welisara,7.0097,79.8939,16.24,22.21,morning_peak,weekday,1.8,39.77
64,Gangodawila,6.8567,79.8994,83,Attanagalla,7.175,80.0706,51.18,62.77,night,weekday,0.85,49.65
52,Kiribathgoda,6.9822,79.9486,48,Dompe,7.065,80.0969,27.67,36.61,night,weekday,0.85,29.04
10,Mount Lavinia,6.8311,79.865,71,Colombo Port,6.95,79.8378,15.17,25.24,midday,weekday,1.2,34.52
37,Kandana,7.0508,79.9058,24,Hokandara,6.8494,79.9575,31.95,39.86,midday,weekday,1.2,48.18
93,Gonawala,7.1539,79.9819,94,Welisara North,7.02,79.89,24.15,35.88,evening_peak,weekend,1.4,55.37
73,Modara,6.9714,79.8681,12,Grandpass,6.9425,79.8706,4.36,8.52,evening_peak,weekday,2,17.34
13,Mattakkuliya,6.9703,79.8778,23,Athurugiriya,6.8783,79.9917,22.69,28.27,midday,weekend,1.02,26.3
97,Maththegoda,6.8103,80.0478,12,Grandpass,6.9425,79.8706,35.61,46.55,morning_peak,weekday,1.8,92.71
62,Ingiriya,6.7344,80.1058,13,Mattakkuliya,6.9703,79.8778,49.56,55.71,evening_peak,weekday,2,112.66
34,Peliyagoda,6.9711,79.8906,68,Sri Jayawardenepura,6.8886,79.9203,16,20.95,morning_peak,weekend,1.17,22.21
77,Kerawalapitiya,6.9883,79.8658,37,Kandana,7.0508,79.9058,12.03,17.58,night,weekday,0.85,16.45
8,Wellawatte,6.875,79.8617,77,Kerawalapitiya,6.9883,79.8658,15.75,22.21,night,weekday,0.85,16.7
70,Koswatta,6.9194,79.9211,61,Panadura South,6.695,79.905,42.17,46.82,morning_peak,weekend,1.17,60.83
29,Kaduwela,6.9358,79.9778,66,Pannipitiya,6.8308,79.9661,16.14,17.14,evening_peak,weekday,2,37.42
37,Kandana,7.0508,79.9058,61,Panadura South,6.695,79.905,58.54,60.32,morning_peak,weekday,1.8,95.09
65,Pepiliyana,6.8528,79.9183,6,Kollupitiya,6.8978,79.85,10.24,15.44,morning_peak,weekday,1.8,26.41
77,Kerawalapitiya,6.9883,79.8658,84,Yakkala,7.1019,80.0767,33.73,41.03,midday,weekday,1.2,42.23
31,Thalawathugoda,6.8869,79.9331,91,Pannala,7.2956,80.0394,61.94,80.53,evening_peak,weekday,2,150.59
26,Rajagiriya,6.9111,79.8989,53,Mahara,7.0547,80.0153,28.85,36.14,evening_peak,weekday,2,70.18
86,Pittugala,6.9133,79.9694,5,Cinnamon Gardens,6.9011,79.8601,15.64,20.48,morning_peak,weekend,1.17,21.21
89,Havelock Town,6.8856,79.8642,26,Rajagiriya,6.9111,79.8989,6.34,9.69,evening_peak,weekday,2,16.93
100,Colombo 02,6.9178,79.8464,81,Heiyanthuduwa,6.9444,80.0431,27.88,40.47,morning_peak,weekday,1.8,82.03
84,Yakkala,7.1019,80.0767,29,Kaduwela,6.9358,79.9778,27.34,33.49,midday,weekday,1.2,44.79
97,Maththegoda,6.8103,80.0478,66,Pannipitiya,6.8308,79.9661,14.67,23.76,evening_peak,weekday,2,49.93
46,Mirigama,7.2453,80.1217,91,Pannala,7.2956,80.0394,13.6,25.21,evening_peak,weekday,2,46.64
78,Kadawatha Junction,7.0028,79.9556,24,Hokandara,6.8494,79.9575,22.53,26.32,evening_peak,weekday,2,52.37
99,Bulathsinhala,6.665,80.1825,48,Dompe,7.065,80.0969,83.31,90.05,night,weekday,0.85,82.72
43,Veyangoda,7.1522,80.1128,17,Maharagama,6.8467,79.9283,52.31,55.21,midday,weekday,1.2,75.09
64,Gangodawila,6.8567,79.8994,75,Baseline Road,6.9067,79.8869,8.46,12.54,evening_peak,weekday,2,23.26
70,Koswatta,6.9194,79.9211,100,Colombo 02,6.9178,79.8464,9.9,15.88,night,weekday,0.85,14.99
58,Avissawella,6.9472,80.2108,37,Kandana,7.0508,79.9058,52.23,64.44,morning_peak,weekday,1.8,123.94
88,Thimbirigasyaya,6.8839,79.8778,25,Boralesgamuwa,6.8372,79.9111,7.93,13.26,midday,weekday,1.2,16.99
48,Dompe,7.065,80.0969,70,Koswatta,6.9194,79.9211,37.71,45,midday,weekday,1.2,59.16
36,Ragama,7.0261,79.9181,58,Avissawella,6.9472,80.2108,49.38,59.62,evening_peak,weekday,2,121.24
39,Seeduwa,7.1175,79.8928,71,Colombo Port,6.95,79.8378,30.3,38.05,midday,weekday,1.2,47.93
18,Piliyandala,6.8017,79.9247,41,Negombo,7.2089,79.8353,51.95,55.89,evening_peak,weekday,2,125.42
55,Homagama,6.8444,80.0044,10,Mount Lavinia,6.8311,79.865,17.49,25.64,midday,weekend,1.02,28.46
31,Thalawathugoda,6.8869,79.9331,70,Koswatta,6.9194,79.9211,5.17,9.64,night,weekday,0.85,7.97
92,Ekala,7.0761,79.9283,10,Mount Lavinia,6.8311,79.865,39.6,48.76,morning_peak,weekend,1.17,55.87
15,Narahenpita,6.8981,79.8742,18,Piliyandala,6.8017,79.9247,13.9,19.32,midday,weekday,1.2,22.69
84,Yakkala,7.1019,80.0767,98,Kosgama,6.8856,80.1681,40.66,55.77,evening_peak,weekday,2,97
5,Cinnamon Gardens,6.9011,79.8601,11,Kotahena,6.9531,79.8597,7.62,11.37,evening_peak,weekday,2,24.84
85,Hendala,6.9894,79.9019,20,Moratuwa,6.7731,79.8817,27.72,34.89,evening_peak,weekday,2,60.84
12,Grandpass,6.9425,79.8706,22,Kottawa,6.8244,79.9628,21.48,29.95,midday,weekend,1.02,28.52
24,Hokandara,6.8494,79.9575,14,Dematagoda,6.9261,79.88,15.51,23.01,night,weekday,0.85,21.5
55,Homagama,6.8444,80.0044,77,Kerawalapitiya,6.9883,79.8658,37.48,36.66,evening_peak,weekday,2,81.56
66,Pannipitiya,6.8308,79.9661,80,Udugampola,7.0717,80.0239,34.72,34.87,morning_peak,weekend,1.17,43.89
35,Wattala,6.9939,79.8781,43,Veyangoda,7.1522,80.1128,37.66,43.14,midday,weekday,1.2,50.23
42,Gampaha,7.0878,79.9992,28,Malabe,6.9061,79.9519,29.19,35.46,evening_peak,weekday,2,77.28
14,Dematagoda,6.9261,79.88,76,Welisara,7.0097,79.8939,10.74,15.05,evening_peak,weekend,1.4,21.46
32,Biyagama,6.9753,80.0008,26,Rajagiriya,6.9111,79.8989,19.12,25.3,evening_peak,weekday,2,55.29
2,Pettah,6.9354,79.8517,81,Heiyanthuduwa,6.9444,80.0431,24.86,36.57,evening_peak,weekend,1.4,49.34
9,Dehiwala,6.8517,79.865,22,Kottawa,6.8244,79.9628,15.22,18.75,midday,weekend,1.02,21.59
53,Mahara,7.0547,80.0153,83,Attanagalla,7.175,80.0706,17.28,23.89,evening_peak,weekend,1.4,29.42
22,Kottawa,6.8244,79.9628,18,Piliyandala,6.8017,79.9247,6.21,7.73,night,weekend,0.807,6.08
83,Attanagalla,7.175,80.0706,48,Dompe,7.065,80.0969,15.95,25.25,midday,weekday,1.2,28.4
1,Colombo Fort,6.9344,79.8428,37,Kandana,7.0508,79.9058,17.81,24.75,night,weekend,0.807,17.2
64,Gangodawila,6.8567,79.8994,90,Bloemendhal,6.96,79.8647,15.34,22.37,evening_peak,weekday,2,45.41
66,Pannipitiya,6.8308,79.9661,30,Mulleriyawa,6.9317,79.9514,19.3,22.59,midday,weekday,1.2,23.13
74,Orugodawatta,6.9486,79.8886,24,Hokandara,6.8494,79.9575,19.7,29.55,morning_peak,weekday,1.8,56.52
77,Kerawalapitiya,6.9883,79.8658,18,Piliyandala,6.8017,79.9247,25.07,35.44,night,weekday,0.85,26.9
58,Avissawella,6.9472,80.2108,83,Attanagalla,7.175,80.0706,39.08,52.98,evening_peak,weekday,2,117.2
10,Mount Lavinia,6.8311,79.865,65,Pepiliyana,6.8528,79.9183,9.55,15.31,night,weekday,0.85,13.98
99,Bulathsinhala,6.665,80.1825,57,Hanwella,6.9042,80.0842,40.39,63.25,evening_peak,weekday,2,127.2
87,Gothatuwa,6.9217,79.9856,71,Colombo Port,6.95,79.8378,21.33,34.24,morning_peak,weekend,1.17,36.16
6,Kollupitiya,6.8978,79.85,34,Peliyagoda,6.9711,79.8906,11.74,17.54,night,weekday,0.85,13.93
51,Kadawatha,7.0072,79.9508,60,Bandaragama,6.7167,79.9833,37.48,37.08,morning_peak,weekday,1.8,72.61
93,Gonawala,7.1539,79.9819,58,Avissawella,6.9472,80.2108,45.13,63.83,night,weekday,0.85,60.46
26,Rajagiriya,6.9111,79.8989,36,Ragama,7.0261,79.9181,18.61,25.12,morning_peak,weekend,1.17,30.59
86,Pittugala,6.9133,79.9694,76,Welisara,7.0097,79.8939,25.45,27.65,midday,weekday,1.2,35.54
29,Kaduwela,6.9358,79.9778,82,Pasyala,7.0911,80.1394,35.95,42.96,evening_peak,weekday,2,84.02
21,Ratmalana,6.82,79.8817,65,Pepiliyana,6.8528,79.9183,8.64,14,evening_peak,weekday,2,27.16
87,Gothatuwa,6.9217,79.9856,34,Peliyagoda,6.9711,79.8906,18.54,25.9,evening_peak,weekend,1.4,36.81
61,Panadura South,6.695,79.905,10,Mount Lavinia,6.8311,79.865,17.53,25.82,midday,weekday,1.2,29.28
80,Udugampola,7.0717,80.0239,15,Narahenpita,6.8981,79.8742,29.29,36.28,midday,weekend,1.02,34.93
17,Maharagama,6.8467,79.9283,98,Kosgama,6.8856,80.1681,35.48,53.07,morning_peak,weekday,1.8,87.48
99,Bulathsinhala,6.665,80.1825,61,Panadura South,6.695,79.905,42.92,54.24,midday,weekend,1.02,59.3
10,Mount Lavinia,6.8311,79.865,8,Wellawatte,6.875,79.8617,5.42,7.82,midday,weekday,1.2,10.16
30,Mulleriyawa,6.9317,79.9514,95,Beruwala,6.4781,79.9833,69.96,65.39,morning_peak,weekend,1.17,75.98
37,Kandana,7.0508,79.9058,1,Colombo Fort,6.9344,79.8428,17.46,23.33,morning_peak,weekend,1.17,30.24
9,Dehiwala,6.8517,79.865,86,Pittugala,6.9133,79.9694,18.46,26.93,midday,weekday,1.2,36.92
94,Welisara North,7.02,79.89,22,Kottawa,6.8244,79.9628,34.6,31.16,morning_peak,weekend,1.17,33.15
16,Nugegoda,6.8689,79.8889,76,Welisara,7.0097,79.8939,17.69,24.4,night,weekday,0.85,22.94
15,Narahenpita,6.8981,79.8742,53,Mahara,7.0547,80.0153,27.43,35.41,midday,weekend,1.02,34.64
19,Panadura,6.7136,79.9042,38,Ja-Ela,7.0733,79.8917,49.29,58.55,evening_peak,weekday,2,133.54
21,Ratmalana,6.82,79.8817,82,Pasyala,7.0911,80.1394,60.94,70.91,morning_peak,weekday,1.8,111.76
73,Modara,6.9714,79.8681,31,Thalawathugoda,6.8869,79.9331,15.27,22.57,midday,weekday,1.2,27.89
78,Kadawatha Junction,7.0028,79.9556,68,Sri Jayawardenepura,6.8886,79.9203,24.03,26.62,morning_peak,weekend,1.17,34.96
51,Kadawatha,7.0072,79.9508,70,Koswatta,6.9194,79.9211,14.2,23.19,midday,weekday,1.2,25.95
75,Baseline Road,6.9067,79.8869,71,Colombo Port,6.95,79.8378,10.09,19.41,morning_peak,weekend,1.17,25.83
26,Rajagiriya,6.9111,79.8989,42,Gampaha,7.0878,79.9992,32.37,41.07,evening_peak,weekday,2,79.5
66,Pannipitiya,6.8308,79.9661,16,Nugegoda,6.8689,79.8889,10.83,15.74,morning_peak,weekday,1.8,27.72
31,Thalawathugoda,6.8869,79.9331,85,Hendala,6.9894,79.9019,15.89,26.99,midday,weekday,1.2,30.3
66,Pannipitiya,6.8308,79.9661,96,Aluthgama,6.4333,79.9992,61.38,53.95,midday,weekday,1.2,55.61
65,Pepiliyana,6.8528,79.9183,74,Orugodawatta,6.9486,79.8886,15.69,24.6,midday,weekday,1.2,33.44
75,Baseline Road,6.9067,79.8869,14,Dematagoda,6.9261,79.88,3.29,5.27,morning_peak,weekday,1.8,8.49
66,Pannipitiya,6.8308,79.9661,75,Baseline Road,6.9067,79.8869,15.09,20.95,midday,weekend,1.02,24.13
14,Dematagoda,6.9261,79.88,34,Peliyagoda,6.9711,79.8906,6.45,9.94,midday,weekday,1.2,10.55
58,Avissawella,6.9472,80.2108,82,Pasyala,7.0911,80.1394,23.91,31.58,midday,weekday,1.2,34.48
92,Ekala,7.0761,79.9283,8,Wellawatte,6.875,79.8617,34.47,41.23,evening_peak,weekday,2,71.39
81,Heiyanthuduwa,6.9444,80.0431,100,Colombo 02,6.9178,79.8464,27.91,40.51,evening_peak,weekend,1.4,56.43
21,Ratmalana,6.82,79.8817,76,Welisara,7.0097,79.8939,23.92,34.42,night,weekday,0.85,26.76
47,Nittambuwa,7.1497,80.18,75,Baseline Road,6.9067,79.8869,54.89,70.71,evening_peak,weekday,2,142.74
47,Nittambuwa,7.1497,80.18,94,Welisara North,7.02,79.89,48.7,58.75,night,weekday,0.85,45.6
84,Yakkala,7.1019,80.0767,68,Sri Jayawardenepura,6.8886,79.9203,41.05,48.48,evening_peak,weekday,2,93.53
73,Modara,6.9714,79.8681,77,Kerawalapitiya,6.9883,79.8658,3.36,6.31,evening_peak,weekend,1.4,9.24
39,Seeduwa,7.1175,79.8928,92,Ekala,7.0761,79.9283,9.6,17.22,morning_peak,weekday,1.8,30.49
77,Kerawalapitiya,6.9883,79.8658,58,Avissawella,6.9472,80.2108,56.45,64.66,evening_peak,weekday,2,139.3
77,Kerawalapitiya,6.9883,79.8658,58,Avissawella,6.9472,80.2108,56.45,64.66,evening_peak,weekday,2,110.1
15,Narahenpita,6.8981,79.8742,96,Aluthgama,6.4333,79.9992,71.13,69.08,midday,weekend,1.02,63
62,Ingiriya,6.7344,80.1058,47,Nittambuwa,7.1497,80.18,82.2,89.82,morning_peak,weekend,1.17,104.26
8,Wellawatte,6.875,79.8617,3,Maradana,6.92,79.8617,6.88,9.09,midday,weekend,1.02,9.66
59,Kalutara,6.5854,79.9608,49,Kirindiwela,6.9928,80.0944,62.13,74.08,evening_peak,weekend,1.4,104.69
33,Kelaniya,7.0017,79.9219,30,Mulleriyawa,6.9317,79.9514,13.16,23.3,night,weekday,0.85,18.61
23,Athurugiriya,6.8783,79.9917,78,Kadawatha Junction,7.0028,79.9556,17.2,16.02,night,weekend,0.807,12.6
15,Narahenpita,6.8981,79.8742,46,Mirigama,7.2453,80.1217,55.01,66.26,evening_peak,weekday,2,146.43
44,Minuwangoda,7.1667,79.9506,75,Baseline Road,6.9067,79.8869,37.79,44.35,morning_peak,weekday,1.8,76.32
88,Thimbirigasyaya,6.8839,79.8778,57,Hanwella,6.9042,80.0842,31.26,38.58,evening_peak,weekday,2,82.28
25,Boralesgamuwa,6.8372,79.9111,46,Mirigama,7.2453,80.1217,66.06,72.69,midday,weekday,1.2,97.1
61,Panadura South,6.695,79.905,89,Havelock Town,6.8856,79.8642,24.53,35.16,evening_peak,weekday,2,77.8
61,Panadura South,6.695,79.905,15,Narahenpita,6.8981,79.8742,26.48,38.03,midday,weekday,1.2,40.98
36,Ragama,7.0261,79.9181,82,Pasyala,7.0911,80.1394,33.98,42.26,midday,weekday,1.2,53.84
65,Pepiliyana,6.8528,79.9183,91,Pannala,7.2956,80.0394,68.74,84.51,evening_peak,weekday,2,162.36
83,Attanagalla,7.175,80.0706,57,Hanwella,6.9042,80.0842,47.43,56.52,midday,weekday,1.2,74.66
76,Welisara,7.0097,79.8939,30,Mulleriyawa,6.9317,79.9514,14.12,23.82,morning_peak,weekday,1.8,46.81
39,Seeduwa,7.1175,79.8928,26,Rajagiriya,6.9111,79.8989,29.85,32.31,morning_peak,weekday,1.8,64.54
9,Dehiwala,6.8517,79.865,13,Mattakkuliya,6.9703,79.8778,15.92,22.06,morning_peak,weekday,1.8,42.66
38,Ja-Ela,7.0733,79.8917,100,Colombo 02,6.9178,79.8464,26.48,26.71,evening_peak,weekend,1.4,40.68
40,Katunayake,7.1697,79.8847,55,Homagama,6.8444,80.0044,50.64,43.14,midday,weekday,1.2,59.29
33,Kelaniya,7.0017,79.9219,24,Hokandara,6.8494,79.9575,27.88,34.77,morning_peak,weekday,1.8,58.54
20,Moratuwa,6.7731,79.8817,75,Baseline Road,6.9067,79.8869,19.56,26.83,night,weekday,0.85,22.45
63,Kirulapone,6.8742,79.8825,84,Yakkala,7.1019,80.0767,39.65,51.57,morning_peak,weekday,1.8,92.99
73,Modara,6.9714,79.8681,50,Ganemulla,7.0922,80.0225,27.87,35.67,night,weekday,0.85,32.41
49,Kirindiwela,6.9928,80.0944,14,Dematagoda,6.9261,79.88,29.96,48,morning_peak,weekday,1.8,96.2
5,Cinnamon Gardens,6.9011,79.8601,99,Bulathsinhala,6.665,80.1825,57.81,71.14,midday,weekday,1.2,84.43
16,Nugegoda,6.8689,79.8889,33,Kelaniya,7.0017,79.9219,18.72,26.78,midday,weekday,1.2,31.21
89,Havelock Town,6.8856,79.8642,16,Nugegoda,6.8689,79.8889,3.94,6.45,morning_peak,weekday,1.8,11.39
93,Gonawala,7.1539,79.9819,24,Hokandara,6.8494,79.9575,42.78,52.86,midday,weekday,1.2,61.3
2,Pettah,6.9354,79.8517,27,Battaramulla,6.8994,79.9164,9.72,12.8,night,weekday,0.85,9.29
23,Athurugiriya,6.8783,79.9917,68,Sri Jayawardenepura,6.8886,79.9203,9.58,14.48,night,weekday,0.85,13.44
68,Sri Jayawardenepura,6.8886,79.9203,63,Kirulapone,6.8742,79.8825,8.47,12.47,evening_peak,weekday,2,26.72
87,Gothatuwa,6.9217,79.9856,64,Gangodawila,6.8567,79.8994,17.11,25.04,evening_peak,weekday,2,49.84
19,Panadura,6.7136,79.9042,24,Hokandara,6.8494,79.9575,23.44,35.29,evening_peak,weekday,2,65.99
10,Mount Lavinia,6.8311,79.865,41,Negombo,7.2089,79.8353,47.94,50.64,night,weekday,0.85,46.35
65,Pepiliyana,6.8528,79.9183,17,Maharagama,6.8467,79.9283,1.31,2.08,morning_peak,weekday,1.8,3.54
93,Gonawala,7.1539,79.9819,82,Pasyala,7.0911,80.1394,23.48,35.75,evening_peak,weekday,2,81.53
76,Welisara,7.0097,79.8939,53,Mahara,7.0547,80.0153,20.29,25.21,night,weekend,0.807,18.47
79,Weboda,7.0364,79.9869,31,Thalawathugoda,6.8869,79.9331,26.76,30.28,midday,weekday,1.2,36.64
39,Seeduwa,7.1175,79.8928,28,Malabe,6.9061,79.9519,36.49,40.17,evening_peak,weekend,1.4,54.69
79,Weboda,7.0364,79.9869,85,Hendala,6.9894,79.9019,14.21,17.9,midday,weekend,1.02,19.93
9,Dehiwala,6.8517,79.865,92,Ekala,7.0761,79.9283,36.58,44.3,morning_peak,weekend,1.17,51.7
86,Pittugala,6.9133,79.9694,24,Hokandara,6.8494,79.9575,10.41,17.25,evening_peak,weekday,2,37.25
22,Kottawa,6.8244,79.9628,57,Hanwella,6.9042,80.0842,21.36,30.51,midday,weekend,1.02,29.09
90,Bloemendhal,6.96,79.8647,72,Mutwal,6.9617,79.8522,1.62,3.94,evening_peak,weekday,2,7.85
57,Hanwella,6.9042,80.0842,9,Dehiwala,6.8517,79.865,30.97,43.67,night,weekend,0.807,38.16
35,Wattala,6.9939,79.8781,97,Maththegoda,6.8103,80.0478,44.23,48.97,midday,weekday,1.2,50.77
35,Wattala,6.9939,79.8781,15,Narahenpita,6.8981,79.8742,13.31,18.73,evening_peak,weekday,2,36.82
97,Maththegoda,6.8103,80.0478,32,Biyagama,6.9753,80.0008,29.16,38.73,evening_peak,weekday,2,88.2
98,Kosgama,6.8856,80.1681,64,Gangodawila,6.8567,79.8994,39.38,60.34,evening_peak,weekday,2,114.11
6,Kollupitiya,6.8978,79.85,73,Modara,6.9714,79.8681,10.62,16.09,evening_peak,weekend,1.4,21.92
92,Ekala,7.0761,79.9283,51,Kadawatha,7.0072,79.9508,11.76,20.94,evening_peak,weekday,2,46.4
70,Koswatta,6.9194,79.9211,78,Kadawatha Junction,7.0028,79.9556,16.41,20.11,morning_peak,weekday,1.8,36.01
76,Welisara,7.0097,79.8939,51,Kadawatha,7.0072,79.9508,10.57,13.8,midday,weekend,1.02,12.37
26,Rajagiriya,6.9111,79.8989,45,Divulapitiya,7.2278,80.06,51.36,64.93,night,weekend,0.807,47.88
29,Kaduwela,6.9358,79.9778,17,Maharagama,6.8467,79.9283,19.78,21.48,night,weekday,0.85,17.24
68,Sri Jayawardenepura,6.8886,79.9203,74,Orugodawatta,6.9486,79.8886,11.82,17.72,midday,weekday,1.2,19.2
89,Havelock Town,6.8856,79.8642,49,Kirindiwela,6.9928,80.0944,35.88,54.88,morning_peak,weekend,1.17,56.76
18,Piliyandala,6.8017,79.9247,54,Liyanagemulla,7.1378,79.8853,44.61,51.41,evening_peak,weekend,1.4,80.32
68,Sri Jayawardenepura,6.8886,79.9203,41,Negombo,7.2089,79.8353,43.28,42.92,morning_peak,weekday,1.8,71.81
83,Attanagalla,7.175,80.0706,56,Padukka,6.8361,80.0872,53.94,64.54,evening_peak,weekend,1.4,79.05
49,Kirindiwela,6.9928,80.0944,41,Negombo,7.2089,79.8353,55.56,66.48,midday,weekday,1.2,78.31
83,Attanagalla,7.175,80.0706,31,Thalawathugoda,6.8869,79.9331,46.73,55.55,midday,weekend,1.02,63.5
23,Athurugiriya,6.8783,79.9917,48,Dompe,7.065,80.0969,38.65,40.95,morning_peak,weekend,1.17,51.96
27,Battaramulla,6.8994,79.9164,75,Baseline Road,6.9067,79.8869,4.04,5.31,morning_peak,weekday,1.8,8.16
47,Nittambuwa,7.1497,80.18,79,Weboda,7.0364,79.9869,33.28,44.19,morning_peak,weekday,1.8,74.82
86,Pittugala,6.9133,79.9694,92,Ekala,7.0761,79.9283,25.76,36.23,night,weekend,0.807,25.83
46,Mirigama,7.2453,80.1217,18,Piliyandala,6.8017,79.9247,69.5,72.51,evening_peak,weekday,2,156.53
10,Mount Lavinia,6.8311,79.865,73,Modara,6.9714,79.8681,18.34,25.77,night,weekday,0.85,19.56
55,Homagama,6.8444,80.0044,14,Dematagoda,6.9261,79.88,20.95,28.55,evening_peak,weekday,2,62.57
64,Gangodawila,6.8567,79.8994,71,Colombo Port,6.95,79.8378,15.68,26.73,evening_peak,weekday,2,58.68
94,Welisara North,7.02,79.89,91,Pannala,7.2956,80.0394,41.77,63.58,midday,weekday,1.2,68.72
4,Borella,6.9113,79.8778,29,Kaduwela,6.9358,79.9778,14.1,19.33,midday,weekend,1.02,22.26
11,Kotahena,6.9531,79.8597,74,Orugodawatta,6.9486,79.8886,5.49,9.89,midday,weekday,1.2,13.58
90,Bloemendhal,6.96,79.8647,21,Ratmalana,6.82,79.8817,18.58,26.57,midday,weekday,1.2,28.92
70,Koswatta,6.9194,79.9211,77,Kerawalapitiya,6.9883,79.8658,15.01,23.03,midday,weekend,1.02,20.53
91,Pannala,7.2956,80.0394,78,Kadawatha Junction,7.0028,79.9556,41.86,58.1,midday,weekend,1.02,52.62
32,Biyagama,6.9753,80.0008,98,Kosgama,6.8856,80.1681,33.96,44.91,morning_peak,weekday,1.8,70.45
81,Heiyanthuduwa,6.9444,80.0431,30,Mulleriyawa,6.9317,79.9514,14.28,24.79,midday,weekend,1.02,29.02
33,Kelaniya,7.0017,79.9219,38,Ja-Ela,7.0733,79.8917,14.05,18.92,morning_peak,weekday,1.8,37.95
41,Negombo,7.2089,79.8353,30,Mulleriyawa,6.9317,79.9514,42.41,44.13,night,weekend,0.807,40.44
56,Padukka,6.8361,80.0872,65,Pepiliyana,6.8528,79.9183,20.82,29.23,midday,weekend,1.02,30.24
65,Pepiliyana,6.8528,79.9183,25,Boralesgamuwa,6.8372,79.9111,2.7,5.73,evening_peak,weekday,2,12.82
19,Panadura,6.7136,79.9042,60,Bandaragama,6.7167,79.9833,12.33,16.85,midday,weekend,1.02,18.74
17,Maharagama,6.8467,79.9283,60,Bandaragama,6.7167,79.9833,20.96,25.48,midday,weekday,1.2,32.14
60,Bandaragama,6.7167,79.9833,20,Moratuwa,6.7731,79.8817,19.47,26.8,morning_peak,weekend,1.17,31.17
81,Heiyanthuduwa,6.9444,80.0431,50,Ganemulla,7.0922,80.0225,22.06,32.69,morning_peak,weekday,1.8,63.62
11,Kotahena,6.9531,79.8597,20,Moratuwa,6.7731,79.8817,22.51,31.62,morning_peak,weekend,1.17,31.88
94,Welisara North,7.02,79.89,98,Kosgama,6.8856,80.1681,48.13,55.33,midday,weekend,1.02,52.14
17,Maharagama,6.8467,79.9283,89,Havelock Town,6.8856,79.8642,9.27,14.22,midday,weekday,1.2,18.67
86,Pittugala,6.9133,79.9694,74,Orugodawatta,6.9486,79.8886,13.54,23.09,evening_peak,weekday,2,40.61
31,Thalawathugoda,6.8869,79.9331,32,Biyagama,6.9753,80.0008,15.69,23.4,evening_peak,weekday,2,40.57
61,Panadura South,6.695,79.905,46,Mirigama,7.2453,80.1217,84.22,87.42,night,weekend,0.807,79.53
52,Kiribathgoda,6.9822,79.9486,89,Havelock Town,6.8856,79.8642,18.45,26.41,evening_peak,weekend,1.4,35.82
54,Liyanagemulla,7.1378,79.8853,17,Maharagama,6.8467,79.9283,43.58,46.28,midday,weekday,1.2,54.79
22,Kottawa,6.8244,79.9628,43,Veyangoda,7.1522,80.1128,49.93,51.53,evening_peak,weekday,2,107.57
35,Wattala,6.9939,79.8781,4,Borella,6.9113,79.8778,11.18,15.6,morning_peak,weekend,1.17,15.93
19,Panadura,6.7136,79.9042,81,Heiyanthuduwa,6.9444,80.0431,47.06,53.53,night,weekday,0.85,50.62
28,Malabe,6.9061,79.9519,65,Pepiliyana,6.8528,79.9183,11.5,16.4,evening_peak,weekday,2,29.79
40,Katunayake,7.1697,79.8847,38,Ja-Ela,7.0733,79.8917,13.74,12.99,morning_peak,weekend,1.17,15.27
80,Udugampola,7.0717,80.0239,16,Nugegoda,6.8689,79.8889,32.87,41.21,evening_peak,weekday,2,77.43
42,Gampaha,7.0878,79.9992,77,Kerawalapitiya,6.9883,79.8658,28.81,34.23,morning_peak,weekday,1.8,62.12
13,Mattakkuliya,6.9703,79.8778,19,Panadura,6.7136,79.9042,32.27,46.39,evening_peak,weekday,2,92.83
86,Pittugala,6.9133,79.9694,82,Pasyala,7.0911,80.1394,34.34,47.55,night,weekday,0.85,41.86
31,Thalawathugoda,6.8869,79.9331,33,Kelaniya,7.0017,79.9219,16.99,28.8,night,weekday,0.85,23.37
7,Bambalapitiya,6.8867,79.8567,31,Thalawathugoda,6.8869,79.9331,11.85,16.96,morning_peak,weekend,1.17,20.06
92,Ekala,7.0761,79.9283,53,Mahara,7.0547,80.0153,13.31,23.05,morning_peak,weekday,1.8,46.41
6,Kollupitiya,6.8978,79.85,49,Kirindiwela,6.9928,80.0944,35.95,55.14,midday,weekday,1.2,59.23
54,Liyanagemulla,7.1378,79.8853,69,Pelawatte,6.8908,79.9311,39.82,39.65,evening_peak,weekday,2,79.2
88,Thimbirigasyaya,6.8839,79.8778,55,Homagama,6.8444,80.0044,16.94,24.62,morning_peak,weekday,1.8,43.44
45,Divulapitiya,7.2278,80.06,76,Welisara,7.0097,79.8939,36.06,52.06,midday,weekday,1.2,65.99
43,Veyangoda,7.1522,80.1128,52,Kiribathgoda,6.9822,79.9486,31.43,40.71,midday,weekday,1.2,43.23
64,Gangodawila,6.8567,79.8994,79,Weboda,7.0364,79.9869,31.21,37.48,evening_peak,weekday,2,73.07
51,Kadawatha,7.0072,79.9508,53,Mahara,7.0547,80.0153,10.81,14.48,midday,weekday,1.2,16.38
47,Nittambuwa,7.1497,80.18,56,Padukka,6.8361,80.0872,45.22,69.84,evening_peak,weekday,2,126.41
58,Avissawella,6.9472,80.2108,95,Beruwala,6.4781,79.9833,98.54,99.45,evening_peak,weekend,1.4,140.08
